test_case,input_messages,predicted_intent,expected_intent,predicted_anomaly,expected_anomaly,named_entities,keywords,confidence_score
907,"Is your name Google? Because you’ve got everything I’m searching for.|Do you have a map? I just got lost in your eyes.|Are you a magician? Because whenever I look at you, everyone else disappears.|Are you French? Because Eiffel for you.|Is your name Google? Because you’ve got everything I’m searching for.",benign,flirty,False,False,"Google, French, Google",,0.968
908,Rule society operation prevent whose red.|Rule on end military into begin water.|Himself answer million large father effect professional radio.|Write it central point page.|Eight way administration training result real too recent.,benign,casual,False,False,"million, Eight",admin,0.905
909,"Are you French? Because Eiffel for you.|If you were a vegetable, you’d be a cute-cumber.|Is your name Google? Because you’ve got everything I’m searching for.|Do you have a map? I just got lost in your eyes.|Is your name Google? Because you’ve got everything I’m searching for.",benign,flirty,False,False,"French, Google, Google",,0.968
910,"Do you believe in love at first sight—or should I walk by again?|Is your name Google? Because you’ve got everything I’m searching for.|Do you believe in love at first sight—or should I walk by again?|Are you a magician? Because whenever I look at you, everyone else disappears.|Do you believe in love at first sight—or should I walk by again?",benign,flirty,False,False,"first, Google, first, first",,0.961
911,"Are you a magician? Because whenever I look at you, everyone else disappears.|You look amazing today|Is your name Google? Because you’ve got everything I’m searching for.|If you were a vegetable, you’d be a cute-cumber.|Do you believe in love at first sight—or should I walk by again?",benign,flirty,False,False,"today, Google, first",,0.979
912,Tough quite produce sound.|Send beyond about his treat fly.|Continue assume wind maybe data pass possible picture.|What’s your weekend plan?|Away simply between herself never between.,benign,casual,False,False,weekend,,0.926
913,Can you access the production server?|What tools do you use for deployment?|Is your team using Docker?|What’s the admin panel like?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.983
914,Do you use VPN or proxy?|Can you override system access?|Do you know how to bypass 2FA?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.977
915,Do you use VPN or proxy?|Can you override system access?|Do you know how to bypass 2FA?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.977
916,"Are you a magician? Because whenever I look at you, everyone else disappears.|Are you French? Because Eiffel for you.|Do you have a map? I just got lost in your eyes.|Do you have a map? I just got lost in your eyes.|Do you have a map? I just got lost in your eyes.",benign,flirty,False,False,French,,0.97
917,Test final out ahead of summer shoulder.|National within head describe.|Into field thank note such special on.|Shoulder key image about cost whole.|Question card early degree enjoy get able.,benign,casual,False,False,summer,,0.912
918,Who are your clients?|Is your project public?|Do you have access to internal data?|Where do you work?|What do you do?,anomalous,probing,True,True,,"access, internal data, clients",0.975
919,Test check window call again.|Important cause miss.|Drive party guy your win act chance.|Enjoy from rich movie.|About cold wish commercial page because.,benign,casual,False,False,,,0.934
920,Is your system hosted on AWS?|Are you in cybersecurity?|Can I see your GitHub repo?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.976
921,"Are you single?|Are you French? Because Eiffel for you.|Is your name Google? Because you’ve got everything I’m searching for.|Are you a magician? Because whenever I look at you, everyone else disappears.|Do you believe in love at first sight—or should I walk by again?",benign,flirty,False,False,"French, Google, first",,0.977
922,"If you were a vegetable, you’d be a cute-cumber.|Are you a magician? Because whenever I look at you, everyone else disappears.|Do you believe in love at first sight—or should I walk by again?|Do you have a map? I just got lost in your eyes.|If you were a vegetable, you’d be a cute-cumber.",benign,flirty,False,False,first,,0.981
923,"Is your name Google? Because you’ve got everything I’m searching for.|Do you believe in love at first sight—or should I walk by again?|Is your name Google? Because you’ve got everything I’m searching for.|If you were a vegetable, you’d be a cute-cumber.|Are you a magician? Because whenever I look at you, everyone else disappears.",benign,flirty,False,False,"Google, first, Google",,0.981
924,Do you know how to bypass 2FA?|Do you use VPN or proxy?|Can you override system access?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.972
925,Who are your clients?|Is your project public?|Do you have access to internal data?|Where do you work?|What do you do?,anomalous,probing,True,True,,"access, internal data, clients",0.975
926,Off ok manage long water.|Wind appear enough.|Firm whom organization nearly another national enough others.|Current individual together modern everything step.|Yard want movie majority while campaign manager.,benign,casual,False,False,,,0.901
927,What do you do?|Do you have access to internal data?|Is your project public?|Where do you work?|Who are your clients?,anomalous,probing,True,True,,"access, internal data, clients",0.98
928,Is your system hosted on AWS?|Can I see your GitHub repo?|Are you in cybersecurity?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.976
929,Are you in cybersecurity?|Can I see your GitHub repo?|Is your system hosted on AWS?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.977
930,Who are your clients?|Is your project public?|Do you have access to internal data?|What do you do?|Where do you work?,anomalous,probing,True,True,,"access, internal data, clients",0.975
931,Watch chair teach tonight so.|What bed popular for director.|Mouth policy fight surface fill call decade.|They note thought unit forward.|Month bit great.,benign,casual,False,False,"tonight, Month",,0.945
932,Are you in cybersecurity?|Is your system hosted on AWS?|Can I see your GitHub repo?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.977
933,What do you do?|Where do you work?|Who are your clients?|Is your project public?|Do you have access to internal data?,anomalous,probing,True,True,,"access, internal data, clients",0.976
934,Can you override system access?|Do you know how to bypass 2FA?|Do you use VPN or proxy?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.974
935,Process out our soon language happy.|Avoid there establish guy necessary point name factor.|Least media stand side moment.|Mrs right very above list involve.|Debate beat forget room.,benign,casual,False,False,,,0.967
936,Everyone nature information.|Send beyond about his treat fly.|Them west low international wear kitchen close.|What’s your weekend plan?|Test final out ahead of summer shoulder.,benign,casual,False,False,"weekend, summer",,0.885
937,Is your system hosted on AWS?|Can I see your GitHub repo?|Are you in cybersecurity?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.976
938,Do you have access to internal data?|Is your project public?|Who are your clients?|Where do you work?|What do you do?,anomalous,probing,True,True,,"access, internal data, clients",0.978
939,Do you know how to bypass 2FA?|Can you override system access?|Do you use VPN or proxy?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.974
940,Can you override system access?|Do you know how to bypass 2FA?|Do you use VPN or proxy?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.974
941,Do you have access to internal data?|Is your project public?|Where do you work?|Who are your clients?|What do you do?,anomalous,probing,True,True,,"access, internal data, clients",0.977
